,content,labels
2533,在先锋书店里用夹子夹了很多过客留下的明信片有一张印象特别深刻记不得原话是什么但是大概意思是一个男生回忆他的大学初恋对于汹涌如潮水般的过往他依旧没有释然然而我没有静心看完扫了最后一行一直没忘还有我要结婚了,1
2534,帶入感,1
2535,暑假成都走起,2
2536,扎心了老铁祝幸福,1
2537,大概成都带不走的真的是你,2
2538,同,1
2539,我猜我一定会去一次成都我要看看他生活过的地方可能是自己可能是跟我爱的人,7
2540,成都太古里,2
2541,哈哈,1
2542,两年前我参军入伍分别在九月回忆总是思念的愁让我感到为难的总是挣扎的自由你在这里我在那里两两不相往来可我退伍之后也带不走你,1
2543,谢谢你,1
2544,好心酸的人物关系,1
2545,好听,9
2546,坚持总有希望放弃绝无可能,1
2547,你说你要去成都了你若安好就好,2
2548,现在在成都可是大学时光马上就要走到尽头了多年之后我会在哪里呢,4
2549,民谣沧桑孤单而又义无反顾的情怀,1
2550,杀死那个石家庄人,1
2551,童音破费,1
2552,我也要去啦去文殊院学做饭,1
2553,我不会再去哪里了我已经和那个地方告别了,1
2554,闭上眼睛倾听以前的自己,1
2555,你说你要去成都啦没什么只要你安好我就知足了,2
2556,闭上眼睛听想起了以前的自己,1
2557,你会挽着我的衣袖我会把手揣进裤头,1
2558,真好兜兜转转终于还是在一起了祝你幸福,1
2559,作为一个四川人我之前一直没有听过这首歌一是因为好像越是当时很火的歌我就越不想听二是因为我对慢歌不太感兴趣更爱快歌但是我突然听到了几句这首歌的副歌觉得还挺好听的所以第一次来听完整版顺便留个名看来只要是好歌总会想方设法让你注意到它,1
2560,坐标武汉听了好想去成都一趟,2
2561,听歌是在别人的歌声中听出自己的故事,9
2562,你可以不爱但是别骂啊这么多人喜欢,3
2563,楼下无力吐槽,1
2564,我可能暂时不会去成都了因为那里有一个不属于我的你成都带不走的只有你,2
2565,昨天刚到成都今天去逛了宽窄巷子锦里成都武侯祠听到有音乐人唱成都成都带不走的只有你,8
2566,明天又要踏上异地恋的归途今天给我的她唱了一首成都我唱的很认真假装看不到她的泪这样的分离年了什么时候我们才能不分离,2
2567,现在在成都明天就要走了呆了十几天今天终于见到了太阳,2
2568,哈哈哈下一站腾格尔,1
2569,第一次听到这首歌是我暗恋那个男生的女朋友唱的她是一个很温婉很美丽的成都女孩我替他感到开心也替自己感到开心,7
2570,呜哦呜哦回忆总是美丽的忧愁每个人心中都有一个成都一样的秋,4
2571,你会挽着我的衣袖我会把手揣进裤兜梦醒了哭了,1
2572,烂大街了,1
2573,昨晚听喜马拉雅的雪漫电台的节目里背景音乐就是这首不知道什么歌曲就听清楚了里面的歌词然后搜到了这首知道叫成都然后一直听不知道听了多少遍百听不厌然后听了赵雷的其他歌曲原来是喜欢上了他的声音,6
2574,真的很羡慕,1
2575,除了许嵩的歌也只有这首歌给我感触最深虽然我是个安徽人但是这首歌表达的感情是一样的忆往事忆故乡,1
2576,不值得,1
2577,嗯,1
2578,鹅鹅鹅,1
2579,那你好惨感情最怕你爱的人她不爱你我是一个做不到单相思的人,1
2580,当初一首郝云的去大理然我义无反顾的背起行囊去了云南现在听到赵雷的成都好吧我正在定机票那么多年一直不敢听的歌就是腾格尔的天堂,7
2581,不喜欢南山南只喜欢成都,0
2582,前奏和老街一样,1
2583,民谣终究只是适合小众就感觉心爱的宝贝被其它孩子抢走了似的,1
2584,曾经说好的成都之旅现在不是情侣了还可以一起成都之旅吗,2
2585,我也想嫁给爱情不是嫁给现实,1
2586,哈哈哈所以要听故事吗才发现你也是南宁的兵弟弟吧,9
2587,生如夏花出来火了所以你们喜欢听董小姐发布流行了所以你们追南山南唱红了你又开始喜欢南山南你们不爱民谣你们爱的是潮流,3
2588,第一次听到这歌就觉得这首歌有故事,1
2589,第一次也是最后一次带你逛了春熙路吃了冒节子偶遇梦想达人在宽窄巷子合影此后再不想回成都陌生的故乡,4
2590,这首歌我本来没兴趣的但是既然那个人天天哼又没有哼给我听算了吧算了吧八十多天后就散了唉,1
2591,嗯好听,9
2592,你会挽着我的一休我会把手揣进裤兜,1
2593,每天认真洗脸多读书按时睡少食多餐变得温柔大度继续善良保持爱心不在人前矫情四处诉说以求宽慰而是学会一个人静静面对自己把道理想通这样的你暂时单身也无所谓啊你那么虔诚的做更好的自己一定会遇到最好的而那个人也一定值得你所有等待,1
2594,哈哈哈迷之怨念,1
2595,在,1
2596,让我掉下眼泪的,1
2597,前面说杀死那个石家庄人同情你想起内蒙古估计只能想到套马杆我们真的不生活在大草原上啊,1
2598,只能在成都的火车站上走一走,2
2599,和我在成都的街头走一走好不好,4
2600,喜欢,3
2601,再也没有人牵绊你踏上创作的路,1
2602,她有一个很爱很爱的人,1
2603,如果你不会颤音不会伪声不会美声不会叠音那么你只能唱民谣了如果你没有钱没有地位没有如花美誉没有挚爱的身边人那么千万不要再放弃你的一腔热血,1
2604,那你结婚没她结婚没,1
2605,好久之前说好的一起去成都如今年的感情被妳父母打败被现实打败愿所有的女生都能嫁给爱情,2
2606,祝福你啦愿地久天长,9
2607,我不是成都人也没去过成都但是这旋律似曾相识让人有一种暖心但又悲愁的感觉很喜欢那一句你会挽着我的衣袖我要把手揣进裤兜你挽着我的衣袖我把手揣进裤兜你将头依偎在我的肩膀面对青岛的大海看日出看日落这是我向往已久的画面挽着我的衣袖的你在哪里,10
2608,前十一年是考验接下来你们一定要幸福,1
2609,谁带我去成都街头走一走,4
2610,祝福,9
2611,因为你喜欢上成都是你带我熟悉了这个城市你说你喜欢成都因此我们都把快乐的时光都留在了成都的大街小巷,0
2612,没事我都没爱了也还要过一生,1
2613,张湾的路过,1
2614,在图书馆自习的我伴着赵雷低沉的声音放松下,1
2615,什么时候民谣也把摇滚那种精神接手过来了,1
2616,因为这首歌曲我差不多都快爱上成都了,2
2617,雷子大小苦出身从小很小的时候就开始自己养活自己高兴了没人分享委屈了自己消化北京城太大世事洞明人情练达人人都是自了汉坑他的人多疼他的人少故而他把对他好的人都放在心上以及琴弦最深处大冰我有个癖好听歌之前要把作者的故事读一读,9
2618,我本来挺伤感的看着评论到你这里我笑出了声,9
2619,痛苦的人有痛苦的故事民谣就是打开这一切的钥匙,1
2620,身旁是你哪里都是成都,2
2621,感觉一个人也挺好的,1
2622,无限循环这首歌莫名想去一次成都走一走有点小清新小浪漫有点悲伤有点美好说不出的滋味等遇到未来他我会挽着他的衣角去成都的街角走一走,8
2623,找雷我追你已经天了你终于红了你的努力我们都看到了,1
2624,前天第一次来到成都参加考试今晚就要离开这个城市希望可以考过可以一直在这听这首歌,7
2625,曲子怎么听出了一股子童安格的味儿呢,1
2626,成都带不走的只有你,2
2627,老铁们我给你们评论都点赞了也给我评论关注走一波呗,9
2628,哈哈哈,1
2629,又想骗我去成都,2
2630,襄阳也可以走一走,1
2631,没去过成都听着很有旋律让我想起了很多事有开心有难过只是不管怎样那总是一种回忆,4
2632,淮北带不走只有你,1
2633,祝福你们失去后更懂得珍惜没有这么多的假如爱有天意也没有这么多的机会去弥补当初的遗憾你们就是天意加油要幸福的长长久久,9
2634,听了这首歌就想谈恋爱了就像歌词里的一样能够把人带入一种意境想去成都走一走有一起的伙伴儿吗,2
2635,好绝不退缩不留遗憾,1
2636,我在武汉和对象是一个城市每次都是在星期六和她分离哇听了这个歌以后想自己改一首属于我和她的武汉,1
2637,爱情试过了才没有遗憾,1
2638,没说出口的思念最后都成了黑眼圈,1
2639,天堂人太多希望你一眼看到我,1
2640,听这歌与城市无关,1
2641,虽然我不是成都人但是这首歌真的给我太大的触动深夜单曲循环无数遍,2
2642,我才听到这首歌却突然怀念起自己的过往,1
2643,我幻想过无数次手牵手压马路你追我赶的迎着阳光奔跑可是最后跑着跑着就又只剩我一个人面对漆黑的一片,1
2644,可是我很怕她会反感之前错过了好几个这次不想错过了好纠结,1
2645,我每天都会把手揣进裤兜而挽我衣袖的你在哪里,1
2646,当然要去了遇见一个喜欢的人多不容易啊加油不管会不会成功要试试才会知道啊,5
2647,为什么你们成都有成都我们温州只有皮革城倒闭,2
2648,没关系是爱情啊,1
2649,突然好喜欢成都,0
2650,让我感到为难是挣扎的自由,1
2651,走啦成都和你一起骑小黄小蓝车穿梭在马路和你吃小龙坎和你在看了金刚吃了泰香米人品爆发块钱抓了个娃娃和你在太古里给你买了悦诗风吟的瓶指甲油昨晚自己在号民谣酒吧喝酒听歌现在走了你要留在成都我要呆在昆明未来我不知道我们还会不会在一起如果不能愿你一切安好,8
2652,当初一首郝云的去大理然我义无反顾的背起行囊现在听到赵雷的成都好吧心又蠢蠢欲动掏出钱包一看晚饭还差五毛,7
2653,第一次听成都我也不记得是什么时候了但我永远记得我喜欢的男生给我唱成都从那以后这首歌就走了不一样的意义和我青春的气息吧我喜欢你,0
2654,成都旅游局捂嘴偷笑,2
2655,扎心了老铁受到了成吨的伤害,1
2656,好想去成都东门大桥去捡一个李易峰呀,2
2657,分别总是在九月,1
2658,一连推了三天开始没在意越听越好听果然民谣有些是要细细品,1
2659,真爱啊,1
2660,愿你们幸福,1
2661,这段话是我女朋友给我发的我替她发上去而已别误会我取向没问题,1
2662,每次听着这首歌看着评论都会想起你眼角都有一种湿润的感觉虽然我们只是短暂的在一起只有几个月因为高中毕业了我们都各自分开了最后由于自己的对于感情的不善经营分手了可是最后分手我说过分手后大学我不会再找女朋友了现在大学生涯即将到头我也坚守了我的承诺我一直在等你,9
2663,喜欢成都的雾喜欢成都的云连雾霾我都喜欢了当然最最喜欢的还是跟我穿着同样校服的你我擦年是我的错义无反顾走了如果如果为了你回来你会不会给我机会两年就好大二狗的无奈想你了很想很想我都不会吃辣椒了我擦你还要我么我想回来了想你想成都了,0
2664,好听,9
2665,祝福你这可能是个没有结果的祝福,9
2666,三年前就后悔了,1
2667,为什么我们温州只有江南皮革厂倒闭了,1
2668,故事有点长要用一辈子去述说,9
2669,民谣总让人安静,1
2670,成都是真的火了吃个饭走到哪里都在放所以我不喜欢了他说我更适合合肥那我就去哪里呆着吧大家都喜欢的未必适合自己,0
2671,我喜欢的男生早有女朋友了可惜那个人不是我,3
2672,在那座阴雨的小城里我从未忘记你成都带不走的只有你,2
2673,祝福,9
2674,扎铁了老心,1
2675,雷子我今年打算去成都了好开心,2
2676,走到玉林路的尽头坐在小酒馆的门口噢噢噢哦哦哦哦那就不要留时光一去不回留,1
2677,不得了不得了说出你的故事,9
2678,想家了就听听你的成都更想了,2
2679,本来对任何一个城市都无感直到他说有一个喜欢的地方而我也有了一个喜欢的他,5
2680,刚刚听了一首网易云给我推荐的一首歌只是听说在最近火了一塌糊涂听了前奏很喜欢毫无犹豫直接下载听到中段才觉得很熟悉原来每次给你打电话的彩铃儿都是这首歌既好听熟悉但是最多的还是心里想你的念头么么哒我的小可爱满屋子回荡着这首歌脑子里都是你晚安我的邢先生,5
2681,每天早上都听没错是学校广播,1
2682,求解药,1
2683,万青,1
2684,在那座阴雨的小城里我从未忘记你,1
2685,每个人心中都有一个自己的成都,2
2686,因为我是歌手,1
2687,印象中的成都仿佛就是这样很缓很慢很暖很幸福,4
2688,我都搞不懂去年听的歌为什么今年却火了,1
2689,买了一张去往成都的车票感受一下玉林路的美景,2
2690,我懂,1
2691,你们好幸运我们就没这么幸运了,1
2692,說過要帶我一起去的地方最後我都自己去了,1
2693,在雨天里听着这首歌没有忧愁内心竟然很平静,1
2694,哇太浪漫了,1
2695,成都带不走的只有你谁叫你没在成都交两年社保,2
2696,民谣有毒,1
2697,真好听,9
2698,大家好我是侯文峰的爹亲的那种,1
2699,大家好我是侯文峰的爹亲的,1
2700,蜀山区你嘞,1
2701,学校每次下课去食堂吃饭时就放这首歌,1
2702,拿到考题看到脸谱我想到了京剧然后我想到了自己每天都会听很多遍的成都于是倒过来我就将其作为今天面试的教学内容的课堂导入雷子记得你参加我是歌手的时候拿了第二我不争第一祈祷能拿第二就可以拿下这个岗位了朋友们为我加油吧么么哒,4
2703,第一次听说看赵雷是在一席这个节目上是大冰的主讲可以看一下赶着音乐放牧当时大冰说雷子真可惜啊你这么好的嗓子这么好的创作能力你这辈子如果被埋没了的话真的太可惜了说真的很羡慕他们有这样丰富的经历和故事就像大冰说的这种感觉你们体会不到,1
2704,你合肥哪的,1
2705,你安徽哪的,1
2706,愿多年以后你不会后悔才好,1
2707,看来是奥迪惹的祸,1
2708,你快乐于是我快乐,1
2709,所以你买了没,1
2710,让我掉下眼泪的是你,1
2711,我总觉得歌中唱的成都并不是成都这个地方更像是一个让你时常怀念的城市一个你爱过并怀念的那个城市一个和最爱的人共同经历了点点滴滴的城市所以在每个人心中的成都应该是不同的地方应该都会有一个带不走的你,4
2712,记得特别清楚大学第一年放假我一个人背起行囊独自一人去了成都一路上从激动到平淡到孤独但是我去年一个人又踏上了去成都的旅途,2
2713,年来成都那个在成都站望着想说要一直待三年了直到离不开这个城市,8
2714,既然都二十多万评论了那我也来凑凑热闹吧,9
2715,有时间去成都走一走,2
2716,成都每次都是匆匆来了又走一个过客留下一串慵懒的脚印却带走可以装满一个世界的回忆醉在这化不开的愁中看落叶归根,4
2717,又梦见他了对我来说成都的回忆不止有玉林路和小酒馆还有他,4
2718,下周飞重庆然后坐火车到成都成都好久不见回来了,2
2719,祝福你们,9
2720,祝幸福,1
2721,你心是荷塘绿影灼灼招展旖旎你发是旌旗由长而短万般风情,1
2722,噜噜啦啦啦类,1
2723,成都我来了,2
2724,佩服,1
2725,恭喜祝福羡慕珍惜,9
2726,助攻,1
2727,让自己淹没在人海,1
2728,虽未去过成都但心里都有一个像成都的城市,8
2729,你牵着我的手走在成都的街头看着这个城市的灯红酒绿突然好想留下来留在这个有味道温暖的城市当听到这首歌一幕幕思绪涌上心头我知道总有一天我们都会放开彼此的手我只能听着成都再也不去成都,4
2730,请个假去不遗憾,1
2731,很好听,9
2732,是我想写却无法写想表达却无法表达的情感真实朴实触动我的心弦,1
2733,你说你喜欢成都这个地方而我只喜欢你只想在你喜欢的地方给你一个家,6
2734,走过很多一起走过的地方想起来那一次下雨天拽着我往回跑回忆起来很开心希望你天天开心就好,1
2735,走到玉林路的尽头坐在二环高架的门口,1
2736,成都等我,2
2737,毕业就要去,1
2738,祝福你,9
2739,来迟了,1
2740,我会拽着你的衣袖在合肥的街头走一走,1
2741,和我在成都的街头走一走,4
2742,我以为我们会一直走下去可是并没有,1
2743,我想和你走在成都可是不能,2
2744,对头,1
2745,走到玉林路的尽头坐在走过小酒馆的门口那就不要留哈哈哈毫无违和感,1
2746,在成都还没有烂大街的时候就开始听刚看歌手里的成都突然就泣不成声,2
2747,莫名的向往玉林路的小酒馆,1
2748,你会挽着我的衣袖我会把手揣进裤兜,1
2749,哇作为浙江人兄弟你这样说心态炸裂,1
2750,还有个小时到成都想在成都的街头走一走,8
2751,因为我哥爱上了民谣我哥我们陪你一起你一定要好好的张继科,1
2752,浙江的江南皮革厂,1
2753,一个又字满是故事,9
2754,明天就去成都了,2
2755,我要不要也去成都好了,2
2756,网易云设置音效调节,1
2757,庐州月呀合肥,1
2758,记不清是第几次评论啦越听越放不下你,9
2759,有的我昨天发现我的网易云音乐也找不到音效我还以为是软件版本问题后来下载朋友给我截图他的三星手机和苹果手机的网易云都可以调音效然后华为手机没有这个功能莫名其妙就不见了,1
2760,淡淡的忧伤也有淡淡的洒脱就这么脑袋放空听着这首成都会感觉没什么放不下的,4
2761,在一个善变的年龄的时候我和她已经长大再也回不到当初再也没有机会去找她她说可能遇到我太早了也许再晚一点才有结局,1
2762,好熟悉好亲切,1
2763,打粉打粉每次都能在人群发现怒,1
2764,我不想失去你,1
2765,实属不错,1
2766,楼上都是大文豪,1
2767,我生日唉祝贺祝贺,1
2768,分别总是在九月回忆是思念的愁,1
2769,看了你们所有人的评论翻了个小时都是有故事的人,9
2770,刷评论来了,9
2771,我想起来在人民公园小湖旁边喝茶悠闲的时光,1
2772,总有他乡变故乡成都很庆幸在此伴一人终老,2
2773,第一次听是分手的第二天为了这首歌买了一张飞成都的机票一个人一个包没有任何准备就去了之后就再也没听过了,4
2774,每次听完都想搞基,1
2775,雷子加油退赛是你自己的决定做自己,9
2776,突然对成都充满了向往,2
2777,成都上了大三我才慢慢开始爱上这座城市,4
2778,来重庆吧成都成都太伤感,2
2779,总有他乡变故乡成都很庆幸可以在此和一人终老,2
2780,因为一个人不敢再听这首歌曾经是很喜欢很喜欢的歌听他唱过现在已经不联系了大概也不会再遇见了这么久又在日推里见到听到一半就泪流满面我知道我一个人做了傻事我没出息认了真是的我该有骨气所以我离开成都和赵雷的声音还是触动我你的影子还是在祝你平安可我再也不想见你,6
2781,我们都在成都我不想失去你,2
2782,好烦啊这么多事,1
2783,因为一部电影爱上重庆因为一首歌爱上成都,2
2784,赵雷和大冰的小屋,1
2785,带不走的只有你,1
2786,我们有徽州女人,1
2787,这不好笑,1
2788,如果再遇到自己喜欢的人答应我别再放手好吗,3
2789,成都有火锅有糖油果子有红糖糍粑有红糖锅盔有蛋烘糕有串儿有遍地银杏有熊猫就是没有你,2
2790,年前我和她一起在成都念大学七年前大学毕业前含泪分手了五年前我们各自匆匆有了自己的家两年前在五年没有互相联系的情况下各自又都结束了彼此失败的婚姻一年前我再次遇到了她毫不犹豫的我再次抓紧了她的手我再也不要放弃她了还有两个月我们就要结婚了成都留下了我们最好的爱情,2
2791,陌生人为我推荐的一首歌他是成都人把这首歌唱歌我听远在几千公里外的城市竟然勾起了极大的向往素未谋面连交谈也中断了与陌生人的交集最终留在了这个旋律里我给你讲沿海小城的悠闲你给我看天府之国的美味成都一定要去一次的城市再见陌生人,4
2792,家狗出了意外逝去了想起它以前趴在地上像一个金黄色的地毯而我把脚放在那张地毯上我就想哭嘿你不是一直想让我带你出去散步吗我现在同意了一起去成都的街口走一走吧你不要不回答我呀不要不叫啊汪一声啊对不起愿你在天堂能找到真正的朋友我会好好珍爱所有生命的,4
2793,买一二手奥迪装上打车软件跑专车一天到地方去拉客人居然是前女友看她的样子好像过得也不是很好一路上我们都沉默不语可能她心里也不是滋味到达目的地之后她突然问我,1
2794,我们分开三年了最近你和我说你爱上了他为他什么都愿意我说我知道其实我也像你那样爱他一样爱着你前几天你们分手了你告诉我你不想活了我没多说一直安慰着你昨天他想和你和好你问我该怎么办我笑了很开心我说你那么爱他就不要放弃他等你幸福了我就要走了,1
2795,带不走的只有你而已,1
2796,听的人多了就是烂大街了某些人的脑回路也是厉害那我们熟悉的鲁迅霍金牛顿,1
2797,因为喜欢他所以喜欢这首歌后来喜欢他喜欢的一切一切,3
2798,我要女朋友,1
2799,第一次听成都是年前没放假室友在寝室放的单曲循环了几天真心觉得不错过年回到了小县城赵雷上了歌手不能忍受成都的曲调夹杂在恭喜你发财过年好通通二十元的声音中这样的成都心觉烂大街了年后假期结束我告诉室友现在不想再听见成都了因为我还是想记住它那时的美好,8
2800,我要找女朋友,1
2801,听进去的都是有故事的人,9
2802,今年高三考生成都等着我,2
2803,希望今年能考上然后和好朋友去成都,4
2804,嗯好的,1
2805,好听更怀念美丽的成都远在他乡眼泪汪汪,4
2806,虽然只去过两次成都但是第一次听到这首歌就令我感动落泪这也许就是音乐的力量吧,7
2807,整个城市都有你的影子不过我已经忘记你了你可以滚了罗圣,1
2808,从前的赵雷,1
2809,带我去成都的街头走一走,4
2810,我不是蚌埠的,1
2811,童话镇被挤出前三,1
2812,网易云有音效吗,1
2813,我喜欢民谣不喜欢他们的歌,3
2814,可是我不喜欢他们俩,3
2815,对对,1
2816,分别总是在九月,1
2817,好想和喜欢的人去一趟但他总是没有空,3
2818,有你哪都是成都,2
2819,我能厚着脸皮在这里找个女朋友吗,1
2820,网易八大未解之谜群星到底是谁那些考研考博的现在怎样了抖断腿断手断头的接上了没复制粘贴还给自己赞一下的有多少向爰人表白的他她都还好吧赞顶上第一的人还活着吗初中高中的现在大几了网易有毒吗飞哥,1
2821,谢谢大家的点赞和祝福我最后去了西南石油大学,9
2822,我刚听时只有几千评论到现在多万真的替你高兴你真的红了,9
2823,出现在日推中的成都,2
2824,认识六年见过四面每见一次都感觉是最后一面最后一次机场分别恐怕真是最后一面祝你幸福,1
2825,你走是诗躺也成文怎有烟火浊了身我哭如思笑亦为念何奈丑旦入了境,1
2826,李荣浩的老街写的就是蚌埠的老街啊,1
2827,赵薇陈晓,1
2828,突然意识到网易云音乐有搜索人这个功能搜到了她点开她喜欢的歌那个歌单只有首只有成都左边打了个蓝色的小钩按顺序播放全部虽然有的歌不太对口味但却一首也舍不得跳过是啊这个时候确也无法静下心来欣赏每一首这大概也许没准八成就是单相思吧,6
2829,他是在昆明理工嘛,1
2830,哈哈哈,1
2831,同感,1
2832,你们有许嵩呀,1
2833,安徽有许嵩李荣浩,1
2834,没有爱人哪里都是空城,1
2835,因为你我爱上了民谣以前听歌什么都听但因为你我爱上了民谣我以前从来没有喜欢过任何一个歌手有机会我要去看我人生的第一次演唱会献给你,5
2836,为什么你们成都有成都我们安徽却一无所有,2
2837,还记得雨后的小酒馆你坐着弹起吉他轻声的哼着小调,1
2838,施主请留步老夫看你骨骼惊奇并非凡人将来必成大气不如这样你看右上角那有个大拇指它是灭着的你点击它将他点亮就可以解除对我的封印待我恢复至最高法力与你一统天下拯救世界如何,1
2839,嗯,1
2840,我今天准备去一山杂物因为昨天看了解忧杂货店,1
2841,年带着大学憧憬坐上去成都的汽车四年的大学时光那些感情那些酸甜苦辣的日子化为毕业双流机场的一场痛哭从没想过多岁的我会从成都一路哭到广州或许我和成都的遗憾就到这里吧我和她的遗憾就到这里吧下个月辞职成都见,8
2842,嗯同武汉,1
2843,祝福,9
2844,经历太少,1
2845,你好哟美女,1
2846,你好陌生人,1
2847,嗯谢谢,1
2848,小鲜肉一枚,1
2849,哈哈我就知道会上榜,1
2850,明明就是南方姑娘的伴奏,1
2851,自从用了网易云烟抽多了但买故事会的钱省了,1
2852,大概因为你还太小感受不了这首歌里的生活气息,1
2853,考完公务员就去成都这一路走来真的好难走着不喜欢的路做着不喜欢的事,0
2854,相识在三月分别在三月,1
2855,为什么我欣赏不来这首歌,1
2856,听过那么多歌看过那么多词却只有这句让我感同身受你会挽着我的衣袖我会把手揣进裤兜挽我衣袖的女孩你现在还好吗,1
2857,第一次评论从用网易开始便养成听歌发呆想她的循环模式每当夜晚来临便会很开心很享受那份宁静亲爱的我爱你这辈子的梦想就是可以牵着你的手一起走一走然后到白头,9
2858,火了,1
2859,毕业快一年了,1
2860,都是有故事的人而我是来看故事的,9
2861,不然呢,1
2862,哪样的感觉应该挺好的,1
2863,人是要学会向前看的,1
2864,别这么难过,1
2865,中国队赢球了现在说还有人赞吗,1
2866,找毛利,1
2867,歌曲是评论的,9
2868,我觉得我们家乡的江南有座金华城也特别好听,9
2869,想要能私信发一下嘛谢谢你,1
2870,刚刚听到翻唱的没有感觉纯粹是展示唱功没有带人共鸣,1
2871,好有画面感的一首歌,1
2872,超过晴天一百多万的评论是你想超过就能超过的吗,9
2873,给我一个勇气让我去找他让我告诉他这些天的想念还有我爱他,1
2874,有没福建的小伙伴下个月约个时间一起玉林路走走,1
2875,有时候觉得最开心的事就是你喜欢的人愿意给你唱一首歌吧,3
2876,去了成都就不想走喜欢自己一个人坐地铁一号线喜欢和好友逛春熙路吃一路想着一定要在成都工作现在快毕业了希望和你一起在成都,0
2877,加油,9
2878,买不起房的也只有在成都的街头走一走了,4
2879,没有不散的宴席祝你好运,1
2880,当你有了固定歌单后你就很少会去听新歌但假如有一天你路过某个小街不经意听到了喜欢的你会把它下载来单曲循环到死所以你并不是不能像爱最初那个人一样再去爱一个人只是你还没有遇到最好的等不小心遇到了你一定发现自己会更加去爱,5
2881,只是陈述这个现象,1
2882,你这句话莫不是里有看不起民谣歌手的意思,1
2883,听一首歌看一段评论细细品读评论背后的故事这似乎已经成为我消磨闲暇时光的一种娱乐方式,9
2884,这些民谣歌手到处给人点赞只是为了涨粉吧,1
2885,武汉有爱雷的粉吗,1
2886,不错真心好听,9
2887,祝福,9
2888,当初听这首歌真的不好听听不懂但是当你伤心的时候再听感觉就是你的专属,1
2889,有的,1
2890,还有沿河么,1
2891,恭喜,1
2892,成都有我牵挂的人儿有我不舍的人儿多年不见不知你现在怎样想在月毕业前到成都的街头走一走希望在某个路口能遇见你,4
2893,日推第一首是你的成都你的家乡可能真的一切都是我内心的孤独在作怪吧,2
2894,我想去成都去你去过的地方,4
2895,我爱的人在成都听到这首歌让我好怀恋以前的时光可是我不敢再面对了,4
2896,我大成都就是厉害,2
2897,参加糖酒会在成都,2
2898,一座城一个人一个故事怀念一群人,9
2899,搞得我现在好想去成都走一走,2
2900,想和你一起走到玉林路的尽头走过小酒馆的门口,1
2901,没去过听了后很想去能一起走一走的人你什么时候才能回来,1
2902,听第一遍就喜欢上了对那种纯纯的爱充满了向往,3
2903,其实我不是听歌的而是看评论的,9
2904,你真的红了很开心内场票也可以卖到虽然以前就能听你的越来越听不起你的演唱会不过没关系我会努力变得跟你一样好民谣不应该穷以前你吃过的苦都是值得的难过的日子都是你陪我一起过的你说你是个普通人想要买房结婚我知道愿你有酒有肉有姑娘,1
2905,雷子你火了我怕我怕你被毁了,1
2906,这首歌让我回到了我在成都街头拍照的时光很美好,4
2907,带不走的只有你石千,1
2908,我是一个讨厌孤独的人但是生活总是不如意总有那么几首歌听起来的时候就会想起来某个人触动内心深处的东西,1
2909,求石家庄人心里面积,1
2910,听别人清唱过一次好好听,1
2911,而我把手踹进裤兜,1
2912,祝你们幸福,1
2913,网易有毒里面太多有故事的人了,9
2914,我把她也弄丢了,1
2915,雷子喜欢你很久了从第一首三十岁的女人到无法长大你的歌永远可以让人很安心很动情谢谢你让我寂寞的日子不寂寞难过的日子不难过,5
2916,好好听一直循环,1
2917,一座城带不走直到所有的灯都熄灭了也不停留,1
2918,第一次听这首歌的时候是在京东仓库送货的时候一个收货的小姑娘用手机放的,1
2919,希望有缘的人可以听到我做的音乐电台哦谢谢大家了唯爱,1
2920,祝福,9
2921,万上个月看还没到万,1
2922,是的所以我们要支持这样的歌手,1
2923,因为一首歌来到一个城市,1
2924,铁粉,1
2925,嗯是的,1
2926,郑州,1
2927,难,1
2928,有没有人想去郑州雷子演唱会因为有事去不了了转让一张票,1
2929,曾经为你做的事你都不知道现在我也只能祝你幸福,1
2930,就这样上课啊,1
2931,我喜欢你我一直都喜欢你,3
2932,因为喜欢赵雷而学吉他有段时间手指练出血泡爱他没有理由就是想唱他的每一首歌,3
2933,别在跟风了成都并不是赵雷最好的歌,4
2934,祝你生日快乐,1
2935,单曲循环听了好久,1
2936,一座城承载着一个人的回忆,1
2937,加油呦,9
2938,去杭州的路上,1
2939,成都我一定回去的,2
2940,成都还是有男朋友再去吧一个人的话感觉很悲伤现在正在去长沙的路上一个人,4
2941,哈哈还有拉萨,1
2942,先把后面的超了再说,1
2943,特想去成都,2
2944,我估计这首歌要超越晴天成为网易云第一的节奏啊,1
2945,我们没能够在一起大概是我喜欢民谣而你喜欢社会摇吧,3
2946,我们一起去成都吧,2
2947,藏不住,1
2948,大司马观光团发来贺电真心祝愿马老师更上一层楼,1
2949,终究还是火了,1
2950,同城学长好,1
2951,看来不是,1
2952,听一次哭一次我的他你一定要好好的,1
2953,那是怎样,1
2954,因为一个人喜欢一首歌听起一首歌想起一个人今天是我生日我希望他能永远快快乐没心没肺的,5
2955,肯定不是,1
2956,武汉的撒回来看看也行,1
2957,原来讲的是失恋分手的故事,9
2958,过去的事情始终美好就把它当做最珍贵的回忆深藏心底吧无需祝福各自安好,9
2959,许多年后再遇你终于明白了我这么多年始终放不下的是什么不是对我们没有结果草草了断的故事也不是继续纠结陪伴你身边的会是谁你的将来或好或坏始终放不下的是放学后夕阳下你笑餍如花的脸是你不开心时的微微蹙眉高兴时弯月般的眼睛始终让我放不下的是逝去的青春是回忆里的你,1
